Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost,delivery_offset,scheduled_year_month,scheduled_month,Customer State,Area,Price per unit weight
fffe350037003000,Dana Roth,0.4887909398482354,23.0,10.0,13122.0,Bronze,52.88,98.91,No,No,No,Waterways,No,Working Class,No,2015-07-07,2015-07-08,"New Moniquebury, SD 60081",547.57,-1,2015-07,07,SD,230.0,0.004029873494894071
fffe350039003300,Michele Gildea,0.52,17.0,7.0,163.0,Wood,4.83,13.07,No,Yes,Yes,Airways,No,Wealthy,Yes,2016-10-02,2016-10-02,"Marktown, MT 98797",242.1,0,2016-10,10,MT,119.0,0.029631901840490797
fffe3300380039003500,Robert Hilson,0.6114531383196284,33.0,17.0,471.0,Wood,5.48,10.78,Yes,No,Yes,Waterways,No,Working Class,No,2016-07-17,2016-07-17,"East Curtistown, TN 38308",163.81,0,2016-07,07,TN,561.0,0.011634819532908706
fffe3500300039003300,Marilyn Kwon,0.19,26.0,14.0,3102.0,Clay,4.35,45.81,Yes,Yes,No,Airways,Yes,Working Class,No,2017-05-24,2017-05-22,"North Katherine, NJ 26135",437.38,2,2017-05,05,NJ,364.0,0.001402321083172147
fffe3300350039003000,Rebecca Denton,0.78,26.0,8.0,26651.0,Brass,155.39,34.22,No,No,Yes,Airways,No,Working Class,Yes,2019-06-02,2019-06-05,"North Marcusborough, OK 19548",1526.23,-3,2019-06,06,OK,208.0,0.005830550448388427
fffe3100390030003700,Frank Rich,0.18,25.0,13.0,19103.0,Brass,62.43,38.01,Yes,No,Yes,Waterways,No,Working Class,Yes,2016-12-27,2016-12-30,"Josephberg, VT 23201",464.36,-3,2016-12,12,VT,325.0,0.00326807307752709
fffe3700320036003500,Matthew Oneill,0.7,7.0,5.0,523.0,Bronze,4.43,11.64,No,No,No,Roadways,No,Working Class,No,2018-09-23,2018-09-19,"East Brettland, MD 57657",218.82,4,2018-09,09,MD,35.0,0.008470363288718929
fffe3400390030003700,Zachary Woods,0.7371816739322685,18.0,6.0,188.0,Wood,5.19,21.53,No,Yes,Yes,Airways,No,Wealthy,No,2018-04-30,2018-04-27,"Courtneyburgh, TX 74143",255.78,3,2018-04,04,TX,108.0,0.027606382978723407
fffe3700310035003100,Kevin Roberts,0.51,26.0,8.0,13341.0,Brass,50.27,92.39,No,No,No,Roadways,No,Working Class,No,2017-08-19,2017-08-21,"Marthabury, AK 30271",1227.19,-2,2017-08,08,AK,208.0,0.0037680833520725584
fffe3800320039003000,Edward Vargas,0.53,20.0,8.0,5924.0,Bronze,10.5,34.14,No,No,No,Roadways,No,Working Class,No,2018-05-15,2018-05-19,FPO AA 18253,384.27,-4,2018-05,05,FP,160.0,0.0017724510465901419
fffe3300350038003800,Maggie Rusch,0.26,20.0,12.0,35844.0,Brass,103.83,86.08,Yes,No,Yes,Waterways,No,Working Class,No,2015-11-22,2015-11-22,"Lake Stephanie, NY 76850",881.23,0,2015-11,11,NY,240.0,0.0028967191161700704
fffe31003500,Helen Lakey,0.65,20.0,13.0,2670.0,Clay,18.7,20.78,No,Yes,No,Airways,Yes,Working Class,No,2019-07-24,2019-07-20,"Lake Kevinshire, VA 86215",524.09,4,2019-07,07,VA,260.0,0.00700374531835206
fffe3100340030003900,John Thai,0.88,12.0,8.0,26413.0,Marble,28.44,98.14,No,Yes,Yes,Roadways,No,Working Class,No,2017-03-12,2017-03-08,"Lake Robert, NH 16642",2271.79,4,2017-03,03,NH,96.0,0.0010767425131564003
fffe3500360030003700,Doug Harris,0.64,26.0,12.0,758.0,Wood,3.06,15.95,Yes,No,No,Waterways,No,Working Class,No,2019-04-11,2019-04-08,"New Benjaminbury, AZ 02389",349.33,3,2019-04,04,AZ,312.0,0.004036939313984169
fffe3800310031003400,Debra Lee,0.28,12.0,7.0,281.0,Aluminium,5.03,23.6,Yes,No,No,Waterways,No,Working Class,No,2015-05-10,2015-05-10,FPO AE 13505,192.13,0,2015-05,05,FP,84.0,0.017900355871886122
fffe3300330032003400,Scott Tharrington,0.6179504441946484,38.0,19.0,1493.0,Wood,10.73,11.97,Yes,No,No,Waterways,No,Working Class,No,2015-07-19,2015-07-20,"Andrewshire, AL 84729",704.98,-1,2015-07,07,AL,722.0,0.007186872069658406
fffe3100380035003300,Michael Williams,0.63,29.0,12.0,5441.0,Clay,28.81,37.05,No,No,Yes,Waterways,Yes,Working Class,No,2019-01-23,2019-01-21,"North Edwin, MN 97614",855.0,2,2019-01,01,MN,348.0,0.0052949825399742695
fffe3400330033003100,Corina Perry,0.75,30.0,11.0,3102.0,Brass,210.19,35.71,No,No,Yes,Roadways,No,Working Class,No,2018-08-15,2018-08-18,"Barryside, CA 17215",1751.82,-3,2018-08,08,CA,330.0,0.06775950999355254
fffe3600360035003300,Emily Fettig,0.77,7.0,4.0,55.0,Wood,4.56,20.16,Yes,Yes,Yes,Airways,No,Wealthy,No,2019-08-15,2019-08-16,FPO AP 76382,324.82,-1,2019-08,08,FP,28.0,0.0829090909090909
fffe3800350031003800,Cynthia Jacobs,0.39,29.0,10.0,721443.0,Stone,2163.07,84.61,No,No,No,Waterways,No,Working Class,No,2018-08-02,2018-07-29,"Port Maryport, WI 81664",5022.84,4,2018-08,08,WI,290.0,0.002998254886387421
fffe3600360034003700,Dorothy Risenhoover,0.39,17.0,6.0,39601.0,Marble,89.89,81.01,Yes,Yes,No,Airways,No,Working Class,No,2016-03-07,2016-03-03,"Brownview, AK 34957",1710.86,4,2016-03,03,AK,102.0,0.0022698921744400396
fffe3900380036003500,Millard Fuhrman,0.17,24.0,6.0,6600.0,Brass,6.16,96.66,No,No,Yes,Waterways,No,Working Class,Yes,2015-05-05,2015-05-03,"Lindaville, ND 47851",609.61,2,2015-05,05,ND,144.0,0.0009333333333333333
fffe3400380037003600,Cecil Coates,0.7565251419757723,17.0,10.0,6269.0,Brass,6.52,43.05,No,No,Yes,Roadways,No,Working Class,No,2016-03-08,2016-03-11,"New Josephmouth, ND 03857",1204.46,-3,2016-03,03,ND,170.0,0.0010400382836178018
fffe3600330030003600,Brett Ahmed,0.16,28.0,13.0,520.0,Wood,4.3,24.87,No,No,Yes,Roadways,No,Working Class,No,2017-07-14,2017-07-14,"Port Joseph, TX 77632",187.84,0,2017-07,07,TX,364.0,0.008269230769230768
fffe3800340036003500,Shawn Stroth,0.63,31.0,16.0,1297749.0,Marble,4695.06,38.56,No,Yes,No,Airways,No,Wealthy,No,2015-06-17,2015-06-16,"Jacobbury, IN 44145",55860.52,1,2015-06,06,IN,496.0,0.0036178490601803588
fffe3500340033003000,Pam Roeske,0.75,27.0,16.0,20222.0,Brass,183.76,26.74,No,No,Yes,Roadways,No,Working Class,No,2015-10-05,2015-10-02,"Lake Andrewmouth, MA 18071",1276.69,3,2015-10,10,MA,432.0,0.009087132825635447
fffe3600390037003800,Terry Belew,0.61,14.0,6.0,53184.0,Stone,88.35,72.05,No,No,No,Roadways,No,Working Class,Yes,2016-06-18,2016-06-18,"New Brittanyhaven, DC 31921",3133.17,0,2016-06,06,DC,84.0,0.0016612138989169675
fffe3800310032003600,Jose Brown,0.13,22.0,8.0,327.0,Aluminium,3.02,13.33,Yes,No,No,Waterways,No,Working Class,No,2015-02-05,2015-02-07,"Lake Lindamouth, OR 47137",112.69,-2,2015-02,02,OR,176.0,0.009235474006116209
fffe3800330038003100,Robert Colton,0.5,16.0,6.0,72140.0,Stone,93.76,81.91,No,No,No,Roadways,No,Working Class,No,2016-03-07,2016-03-03,"South Michellebury, AK 59582",3005.5,4,2016-03,03,AK,96.0,0.001299695037427225
fffe3900300031003100,Jean Longoria,0.98,36.0,27.0,195972.0,Brass,439.6,48.1,Yes,No,Yes,Waterways,No,Working Class,No,2017-07-08,2017-07-09,"Smithport, LA 46456",11028.14,-1,2017-07,07,LA,972.0,0.002243177596799543
fffe3600310032003600,Danielle Dicken,0.02,7.0,5.0,507.0,Bronze,5.7,15.36,No,No,No,Roadways,No,Working Class,No,2015-05-24,2015-05-28,"Joeton, MO 54295",116.56,-4,2015-05,05,MO,35.0,0.011242603550295858
fffe3700330034003000,John Patel,0.04,6.0,5.0,332.0,Bronze,5.76,23.67,No,No,No,Roadways,No,Working Class,Yes,2015-12-18,2015-12-14,"East Craigport, MD 51148",186.53,4,2015-12,12,MD,30.0,0.017349397590361446
fffe3700300037003600,Virginia Benbow,0.59,24.0,11.0,376200.0,Marble,533.78,36.23,Yes,No,No,Waterways,No,Working Class,Yes,2017-10-15,2017-10-12,"Jenniferside, WA 00829",5134.15,3,2017-10,10,WA,264.0,0.0014188729399255715
fffe3200390031003000,Danielle Barnard,0.82,39.0,15.0,1112447.0,Marble,5408.58,76.8,No,No,Yes,Airways,Yes,Wealthy,No,2018-03-24,2018-03-20,"East Matthew, ID 22490",128411.71,4,2018-03,03,ID,585.0,0.004861876565804933
fffe330032003900,Katherine Beck,0.93,20.0,16.0,9868.0,Clay,64.1,39.48,Yes,Yes,Yes,Airways,Yes,Working Class,No,2015-06-17,2015-06-17,"New Jillshire, NV 03163",7467.11,0,2015-06,06,NV,320.0,0.006495743818402918
fffe3300330032003900,Jack Shaffner,0.97,19.0,11.0,195891.0,Marble,1270.63,67.49,Yes,No,Yes,Roadways,No,Wealthy,No,2016-07-12,2016-07-15,"East Nancyport, NM 16051",6125.45,-3,2016-07,07,NM,209.0,0.006486413362533246
fffe3100320037003200,Emily Hayden,0.49,33.0,24.0,7142.0,Aluminium,53.86,97.82,No,No,No,Roadways,No,Working Class,No,2016-10-17,2016-10-15,"Ramirezstad, DE 88345",1517.97,2,2016-10,10,DE,792.0,0.007541304956594792
fffe3500300036003600,Danny Trotter,0.36,37.0,23.0,6282937.0,Marble,29142.51,79.54,Yes,No,Yes,Waterways,Yes,Working Class,No,2018-03-27,2018-03-31,"North Brandon, AL 12174",61722.81,-4,2018-03,03,AL,851.0,0.004638357825329141
fffe380033003000,Gene Ramos,0.29,41.0,14.0,11500.0,Clay,22.85,81.93,No,No,No,Roadways,Yes,Working Class,No,2015-03-08,2015-03-08,DPO AP 85353,758.71,0,2015-03,03,DP,574.0,0.0019869565217391304
fffe3900320039003800,Gregory Ellis,0.95,23.0,9.0,15798.0,Brass,64.7,53.05,Yes,No,No,Waterways,No,Working Class,No,2018-09-20,2018-09-22,"South Meghan, PA 24361",4207.58,-2,2018-09,09,PA,207.0,0.0040954551209013805
fffe3300350030003900,Crystal Marshall,0.5487077222440718,34.0,9.0,20740.0,Bronze,52.38,63.23,No,No,Yes,Roadways,No,Working Class,No,2018-10-31,2018-11-03,APO AE 99023,563.87,-3,2018-10,10,AP,306.0,0.0025255544840887176
fffe3300390033003500,Kara Makowski,0.5872690449718492,17.0,7.0,37714.0,Stone,510.23,48.29,Yes,No,Yes,Waterways,No,Wealthy,No,2015-05-23,2015-05-23,APO AP 27001,17275.06,0,2015-05,05,AP,119.0,0.013528928249456436
fffe3400390039003500,Timothy Dortch,0.32,35.0,12.0,528.0,Wood,6.15,23.38,No,No,Yes,Roadways,No,Working Class,No,2017-03-24,2017-03-26,"Port Trevor, CO 24352",246.83,-2,2017-03,03,CO,420.0,0.011647727272727273
fffe3300380033003900,Chloe Flick,0.05,5.0,3.0,25.0,Wood,4.26,19.61,No,No,Yes,Roadways,No,Working Class,No,2015-03-27,2015-03-27,"Crawfordfurt, MO 77152",121.62,0,2015-03,03,MO,15.0,0.1704
fffe3900310035003300,Shane Shaw,0.32,5.0,5.0,287.0,Brass,3.62,20.65,No,Yes,Yes,Roadways,No,Wealthy,Yes,2015-02-14,2015-02-17,"Lake Josephfort, FL 85138",212.88,-3,2015-02,02,FL,25.0,0.012613240418118466
fffe3800310038003900,Matilda Lowry,0.3,48.0,14.0,79966.0,Brass,51.39,60.25,No,No,No,Roadways,No,Working Class,No,2017-11-19,2017-11-17,"Lammouth, DE 89029",915.23,2,2017-11,11,DE,672.0,0.0006426481254533177
fffe3700360030003900,Mark Stover,0.62,22.0,15.0,1835465.0,Stone,15171.32,42.11,No,No,Yes,Roadways,No,Working Class,No,2019-01-22,2019-01-19,"North Mark, OR 36489",27392.32,3,2019-01,01,OR,330.0,0.008265654752337964
fffe3900380032003000,Brent Laban,0.87,19.0,8.0,242570.0,Stone,935.05,91.34,No,No,No,Roadways,No,Working Class,No,2019-06-13,2019-06-13,"West Katherineshire, AR 09983",158418.2,0,2019-06,06,AR,152.0,0.0038547635734014923
fffe3800370036003400,Brian Serna,0.67,27.0,11.0,30736.0,Brass,36.97,38.28,Yes,No,No,Waterways,No,Working Class,No,2016-03-11,2016-03-09,"Elizabethburgh, WA 06112",957.62,2,2016-03,03,WA,297.0,0.001202824049973972
fffe3500390034003100,Jeanne Knight,0.12,11.0,6.0,3102.0,Aluminium,7.46,63.55,No,No,No,Roadways,No,Working Class,No,2017-11-20,2017-11-23,"Ricestad, MS 41948",337.49,-3,2017-11,11,MS,66.0,0.0024049000644745327
fffe3200310038003400,Dennis Petrovich,0.47,26.0,8.0,16443.0,Brass,56.75,53.88,Yes,No,Yes,Airways,No,Working Class,No,2019-04-29,2019-04-29,"Jennyhaven, AL 85488",-1135.16,0,2019-04,04,AL,208.0,0.0034513166697074742
fffe3800310034003900,Alan Suen,0.36,27.0,7.0,3706.0,Brass,14.95,15.87,Yes,Yes,No,Airways,No,Wealthy,No,2016-03-24,2016-03-24,"West Douglas, AL 37205",320.36,0,2016-03,03,AL,189.0,0.0040339989206691846
fffe3400390036003100,Paige Bond,0.56,24.0,11.0,18100.0,Brass,19.67,92.29,Yes,No,No,Waterways,No,Working Class,No,2019-06-11,2019-06-12,"Morrisberg, MD 41047",1226.54,-1,2019-06,06,MD,264.0,0.0010867403314917129
fffe3700390036003900,Barbara Ely,0.69,34.0,14.0,35630.0,Bronze,135.77,73.53,No,No,No,Roadways,No,Working Class,Yes,2017-04-19,2017-04-19,"Joshuafort, CO 44947",1950.24,0,2017-04,04,CO,476.0,0.0038105529048554593
fffe3900350031003900,Tamara Terrio,0.33,17.0,8.0,3473.0,Bronze,6.1,10.55,No,No,No,Roadways,No,Working Class,No,2016-06-07,2016-06-07,"East Bobby, NV 34502",170.9,0,2016-06,06,NV,136.0,0.0017564065649294557
fffe3100330035003500,Linda Ramirez,0.5070101489022816,27.0,8.0,15609.0,Brass,70.4,60.59,Yes,No,Yes,Waterways,No,Working Class,No,2016-02-12,2016-02-10,"South Katherineburgh, TN 28038",1577.34,2,2016-02,02,TN,216.0,0.004510218463706836
fffe3600350032003200,Matilda Bayerl,0.77,33.0,19.0,4180066.0,Stone,22331.5,73.49,No,Yes,No,Roadways,No,Wealthy,Yes,2019-08-03,2019-08-03,"North Jeremy, NH 02518",179964.04,0,2019-08,08,NH,627.0,0.005342379761467881
fffe3100310031003700,James Sewell,0.75,27.0,6.0,2155.0,Clay,3.36,24.48,No,Yes,Yes,Airways,Yes,Wealthy,No,2015-10-17,2015-10-14,"Michaelton, MT 75369",852.59,3,2015-10,10,MT,162.0,0.0015591647331786543
fffe3300390031003500,James Ollis,0.53,33.0,17.0,3102.0,Aluminium,9.89,19.44,No,No,Yes,Roadways,No,Working Class,No,2016-07-05,2016-07-08,APO AE 59277,590.73,-3,2016-07,07,AP,561.0,0.003188265635074146
fffe3300370030003000,Clifford Armstrong,0.5783038176420356,47.0,22.0,10712360.0,Marble,22338.36,59.69,No,No,No,Roadways,Yes,Working Class,No,2016-06-26,2016-06-22,"New Travisfort, HI 05454",86968.81,4,2016-06,06,HI,1034.0,0.0020852883958343447
fffe330039003100,Craig Markus,0.28,45.0,8.0,3102.0,Clay,5.19,54.61,No,No,No,Waterways,Yes,Working Class,No,2015-07-16,2015-07-12,"Lake Brittanyburgh, AK 66813",503.59,4,2015-07,07,AK,360.0,0.0016731141199226307
fffe310030003700,Pamela Gannon,0.7223835010586867,13.0,6.0,366.0,Aluminium,6.78,22.73,Yes,No,No,Waterways,No,Working Class,No,2016-01-15,2016-01-18,"South Donna, OH 98892",482.32,-3,2016-01,01,OH,78.0,0.018524590163934426
fffe3200300039003500,Joseph Barkett,0.84,26.0,9.0,3059.0,Clay,15.68,12.59,Yes,No,No,Airways,Yes,Working Class,No,2017-03-15,2017-03-17,"Petersentown, WY 21774",469.05,-2,2017-03,03,WY,234.0,0.005125858123569794
fffe3600380035003000,Lester Allsbrook,0.92,36.0,12.0,4260.0,Clay,12.76,13.29,No,Yes,Yes,Roadways,Yes,Wealthy,No,2018-01-02,2018-01-02,"New Brenda, SD 22437",1356.49,0,2018-01,01,SD,432.0,0.002995305164319249
fffe3800350034003700,Inez Curry,0.25,46.0,25.0,197267.0,Bronze,666.57,39.09,No,No,Yes,Roadways,No,Working Class,No,2016-09-28,2016-09-24,"Audreyfort, SC 87204",3384.91,4,2016-09,09,SC,1150.0,0.003379024367988564
fffe3700340030003800,Catherine Moore,0.23,23.0,13.0,36456.0,Brass,20.03,26.8,No,No,Yes,Roadways,No,Working Class,No,2015-03-05,2015-03-01,"Melindamouth, SC 63167",514.59,4,2015-03,03,SC,299.0,0.0005494294491990345
fffe3800380039003500,Gerry Mann,0.93,35.0,14.0,35902.0,Bronze,46.2,63.91,No,Yes,Yes,Airways,No,Working Class,No,2017-10-14,2017-10-14,"Perezmouth, MN 23340",4791.38,0,2017-10,10,MN,490.0,0.0012868363879449613
fffe3900380039003200,George Campbell,0.43,34.0,17.0,5804.0,Clay,34.33,57.66,Yes,Yes,Yes,Airways,Yes,Working Class,No,2016-06-13,2016-06-17,"Vincenttown, DE 30962",941.24,-4,2016-06,06,DE,578.0,0.005914886285320468
fffe3200360030003700,Jo Valencia,0.44,21.0,6.0,3102.0,Wood,3.62,17.13,No,No,No,Roadways,No,Working Class,No,2017-10-20,2017-10-20,APO AA 33776,179.5,0,2017-10,10,AP,126.0,0.0011669890393294648
fffe3300390039003100,John Cooke,0.97,35.0,22.0,1999905.0,Marble,5748.93,35.08,No,No,No,Airways,No,Working Class,No,2016-08-07,2016-08-09,FPO AE 11579,126244.65,-2,2016-08,08,FP,770.0,0.0028746015435733197
fffe3800300030003700,Jennifer Bingham,0.28,16.0,7.0,103431.0,Stone,250.08,74.77,Yes,No,No,Waterways,No,Working Class,No,2015-03-23,2015-03-22,"West Justin, AL 56589",946.36,1,2015-03,03,AL,112.0,0.002417843779911245
fffe3400370038003700,Ken Messana,0.58,4.0,8.0,19.0,Wood,6.48,20.05,Yes,No,Yes,Waterways,No,Working Class,No,2016-05-17,2016-05-18,"West Bruceview, WV 52275",228.53,-1,2016-05,05,WV,32.0,0.3410526315789474
fffe3900390039003500,David Jolly,0.54,23.0,11.0,27168.0,Brass,80.12,96.98,Yes,No,Yes,Roadways,No,Working Class,No,2017-02-26,2017-02-27,"North Sheila, WV 14760",3404.67,-1,2017-02,02,WV,253.0,0.002949057714958775
fffe3400320036003900,Lori Richmond,0.48,6.0,4.0,1004.0,Aluminium,6.61,15.45,No,No,Yes,Roadways,No,Working Class,No,2015-06-22,2015-06-23,"Port Richardstad, OK 26741",270.21,-1,2015-06,06,OK,24.0,0.006583665338645419
fffe3800380035003400,Matthew Klitz,0.27,6.0,5.0,80.0,Aluminium,5.43,13.3,No,No,No,Roadways,No,Wealthy,No,2017-07-30,2017-08-02,"Jamesshire, WY 43989",128.27,-3,2017-07,07,WY,30.0,0.06787499999999999
fffe3300300030003400,Margaret Cannon,0.54,18.0,7.0,123.0,Wood,6.9,21.74,Yes,Yes,Yes,Airways,No,Working Class,No,2017-10-23,2017-10-25,"New Shane, MD 06565",345.57,-2,2017-10,10,MD,126.0,0.05609756097560976
fffe3800320032003800,Ramona Tatum,0.45,28.0,10.0,1218.0,Aluminium,6.16,22.43,No,No,Yes,Waterways,No,Working Class,No,2018-05-12,2018-05-15,"West Brian, IN 57440",302.74,-3,2018-05,05,IN,280.0,0.005057471264367816
fffe3300380039003400,Robert Lewis,0.01,20.0,6.0,43881.0,Stone,60.03,78.81,Yes,No,No,Waterways,No,Wealthy,Yes,2017-11-07,2017-11-04,"Paulside, NE 28775",589.61,3,2017-11,11,NE,120.0,0.0013680180488138374
fffe3800300034003000,Jessica Dobbins,0.6,18.0,8.0,1247.0,Clay,6.59,21.35,No,No,No,Roadways,Yes,Wealthy,No,2019-07-02,2019-07-02,"South Donnaland, NE 49485",417.43,0,2019-07,07,NE,144.0,0.005284683239775461
fffe3300350033003100,Chiquita Ferguson,0.57,13.0,8.0,987.0,Clay,5.41,17.31,No,No,No,Roadways,Yes,Working Class,No,2017-01-05,2017-01-04,"Joannshire, IN 27410",275.27,1,2017-01,01,IN,104.0,0.005481256332320162
fffe380036003400,Dean Smith,0.97,25.0,6.0,549.0,Aluminium,6.32,22.16,No,Yes,No,Airways,No,Working Class,No,2018-05-10,2018-05-10,"Valentinechester, WY 80836",1067.49,0,2018-05,05,WY,150.0,0.01151183970856102
fffe3100320038003200,Leon Smith,0.6,14.0,8.0,291.0,Aluminium,4.21,21.94,Yes,No,Yes,Waterways,No,Working Class,Yes,2018-04-04,2018-04-08,FPO AE 89054,314.36,-4,2018-04,04,FP,112.0,0.014467353951890034
fffe3700370032003900,Jonathan Colombo,0.8,23.0,9.0,2061.0,Clay,9.16,13.42,No,No,Yes,Waterways,Yes,Working Class,No,2018-03-12,2018-03-08,"West Sabrinatown, OH 25944",1898.4,4,2018-03,03,OH,207.0,0.0044444444444444444
fffe3100340033003600,Ethel Holcomb,0.2,11.0,6.0,237.0,Aluminium,3.7,18.36,No,Yes,Yes,Airways,No,Working Class,No,2016-02-05,2016-02-04,"Lake Brittany, IA 85506",159.74,1,2016-02,02,IA,66.0,0.015611814345991562
fffe3300360033003900,Lisa Long,0.5544539469886092,30.0,19.0,6752022.0,Stone,9714.66,67.77,Yes,No,No,Airways,No,Working Class,No,2016-12-27,2016-12-24,"North Derekchester, NH 20575",34201.54,3,2016-12,12,NH,570.0,0.001438777894977238
fffe3500340036003900,Kim Gentile,0.92,42.0,10.0,4217.0,Clay,4.23,16.55,Yes,Yes,Yes,Airways,Yes,Wealthy,No,2019-02-19,2019-02-15,"Christophershire, PA 80976",2104.6,4,2019-02,02,PA,420.0,0.0010030827602561063
fffe3900360031003500,Daniel Johnson,0.38,20.0,16.0,19222.0,Brass,28.78,85.02,No,No,No,Roadways,No,Working Class,No,2018-10-10,2018-10-13,"Hicksview, KS 32491",744.82,-3,2018-10,10,KS,320.0,0.001497242742690667
fffe3400390031003100,Florence Crespin,0.91,20.0,8.0,3102.0,Wood,4.19,24.1,No,Yes,No,Roadways,No,Working Class,Yes,2017-12-21,2017-12-19,"North Craig, AK 91387",290.3,2,2017-12,12,AK,160.0,0.0013507414571244359
fffe3700330034003800,Rafael Babonis,0.38,7.0,4.0,170.0,Brass,5.26,11.27,No,No,No,Waterways,No,Working Class,No,2016-06-26,2016-06-28,"New Gabrielville, MO 00877",146.19,-2,2016-06,06,MO,28.0,0.030941176470588232
fffe3800340033003200,Clarence Latson,0.59,16.0,7.0,56827.0,Marble,99.02,57.95,No,Yes,Yes,Roadways,No,Working Class,No,2017-08-11,2017-08-07,"Port Karentown, MA 83709",5045.14,4,2017-08,08,MA,112.0,0.0017424815668608232
fffe3400320036003300,Wallace Hague,0.59,47.0,21.0,14083967.0,Stone,84326.76,52.17,No,No,No,Airways,No,Working Class,Yes,2017-03-03,2017-02-28,"Andreaville, TN 23190",2117963.73,3,2017-03,03,TN,987.0,0.005987429536010699
fffe3500320032003000,Edward Broege,0.44,19.0,7.0,236.0,Wood,6.9,22.65,No,No,No,Roadways,No,Wealthy,No,2015-05-12,2015-05-12,"Michaelhaven, OH 11870",270.81,0,2015-05,05,OH,133.0,0.02923728813559322
fffe3200330039003900,Jason Gary,0.7607807248501741,22.0,6.0,7407.0,Bronze,21.97,74.31,No,No,Yes,Roadways,No,Working Class,No,2016-01-08,2016-01-09,"Wheelerhaven, MN 17948",650.27,-1,2016-01,01,MN,132.0,0.002966113136222492
fffe3700370039003100,Mathew Silvey,0.82,44.0,20.0,5965789.0,Marble,5909.09,60.28,No,Yes,No,Airways,Yes,Wealthy,No,2019-05-08,2019-05-10,"Lake Nancy, LA 52901",282201.63,-2,2019-05,05,LA,880.0,0.0009904959763075765
fffe330031003800,Dewayne Ricks,0.09,5.0,8.0,81.0,Brass,3.13,10.68,Yes,No,No,Waterways,No,Working Class,No,2019-07-05,2019-07-06,"South Maria, WI 90044",123.09,-1,2019-07,07,WI,40.0,0.038641975308641975
fffe3600380032003100,Elsa Braxton,0.6,14.0,6.0,48185.0,Stone,199.54,35.42,Yes,No,Yes,Waterways,No,Wealthy,No,2017-12-03,2017-12-05,"Meyershaven, NM 68730",808.59,-2,2017-12,12,NM,84.0,0.004141122756044412
fffe3500310033003100,Alejandro Stafford,0.26,35.0,17.0,5080983.0,Stone,10562.53,25.96,Yes,Yes,No,Airways,No,Working Class,No,2019-04-17,2019-04-15,"North Williamtown, NH 20604",124369.3,2,2019-04,04,NH,595.0,0.002078835926040296
fffe3300300036003900,Thomas Moss,0.88,32.0,11.0,532.0,Wood,5.44,19.99,Yes,No,No,Waterways,No,Working Class,No,2016-02-29,2016-03-03,"Stephaniemouth, MI 34681",730.45,-3,2016-02,02,MI,352.0,0.010225563909774436
fffe3300340036003300,Lorraine Smith,0.79,4.0,3.0,113.0,Brass,6.9,16.24,No,No,No,Roadways,No,Working Class,No,2018-06-06,2018-06-02,"Christinaview, GA 56305",355.48,4,2018-06,06,GA,12.0,0.06106194690265487
fffe3500310035003900,June Hernandez,0.11,50.0,13.0,55850.0,Bronze,80.19,30.52,No,No,No,Roadways,No,Working Class,No,2017-09-22,2017-09-22,"Michaelside, HI 24163",464.66,0,2017-09,09,HI,650.0,0.001435810205908684
fffe3100380030003100,Keith Pacheco,0.66,24.0,11.0,11676.0,Bronze,21.78,65.24,Yes,Yes,No,Airways,No,Wealthy,No,2018-05-26,2018-05-25,"Angelaton, MA 61929",1527.35,1,2018-05,05,MA,264.0,0.0018653648509763619
fffe3100320033003100,Kristie Myers,0.28,47.0,20.0,3102.0,Bronze,17.4,16.56,Yes,Yes,Yes,Airways,No,Working Class,Yes,2015-04-24,2015-04-28,"Gregoryfort, TX 12889",326.55,-4,2015-04,04,TX,940.0,0.005609284332688588
fffe3100330032003000,Christopher Pooler,0.5830706143101331,55.0,22.0,175420.0,Bronze,514.49,62.32,No,No,No,Waterways,No,Working Class,Yes,2016-06-09,2016-06-06,"New Holly, MA 17048",4141.95,3,2016-06,06,MA,1210.0,0.0029329038878121083
fffe350034003800,Marci Flemming,0.25,20.0,17.0,21029.0,Bronze,22.71,30.61,No,Yes,Yes,Airways,No,Wealthy,No,2017-05-20,2017-05-21,"West Matthewberg, DE 59784",542.44,-1,2017-05,05,DE,340.0,0.0010799372295401588
fffe3800360038003800,Evie Lisbey,0.31,37.0,13.0,1556047.0,Marble,3824.25,62.68,Yes,Yes,No,Airways,Yes,Working Class,No,2017-07-29,2017-07-29,"Riverston, CA 31467",17324.31,0,2017-07,07,CA,481.0,0.002457669980405476
fffe3900300032003900,Milton Dunn,0.96,15.0,7.0,83378.0,Stone,604.07,73.61,Yes,Yes,No,Airways,No,Working Class,No,2018-03-15,2018-03-16,"East Connieport, GA 15328",36066.24,-1,2018-03,03,GA,105.0,0.007244956703207081
fffe3200350030003800,Wesley Lucas,0.47,16.0,7.0,5035.0,Brass,12.92,25.25,No,No,Yes,Roadways,No,Working Class,No,2018-03-28,2018-03-28,"Port Amanda, WV 89321",346.49,0,2018-03,03,WV,112.0,0.0025660377358490568
